0.25
0.25
0.05
0.5
0.50
0.81
0.75
0.75
4.52
1
1.00
7.30
1.25
1.25
7.94
1.50
1.50
7.86
1.75
1.75
9.13
2
2.00
10.43
2.25
2.25
12.65
2.5
2.50
15.21
2.75
2.75
17.83
3
3.00
19.44
3.25
3.25
22.69
3.5
3.50
23.91
3.75
3.75
26.40
4
4.00
29.77
4.25
4.25
31.89
4.5
4.50
34.70
4.75
4.75
37.12
5
5.00
39.54
5.25
5.25
42.83
5.5
5.50
45.37
5.75
5.75
47.37
6
6.00
50.33
6.25
6.25
51.84
6.5
6.50
54.99
6.75
6.75
57.26
7
7.00
59.44
7.25
7.25
62.08
7.5
7.50
64.47
7.75
7.75
67.42
8
8.00
69.62
8.25
8.25
72.70
8.5
8.50
75.68
8.75
8.75
78.07
9
9.00
80.44
9.25
9.25
82.71
9.5
9.50
85.45
9.75
9.75
88.69
10
10.00
91.28
10.25
10.25
94.11
10.5
10.50
96.75
10.75
10.75
97.05
11
11.00
96.92
11.25
11.25
97.92
11.5
11.50
96.85
11.75
11.75
97.63
12
12.00
97.88
