0.7	0.85	0.53	0.23	0.38	0.19
0.62	0.87	0.6	0.22	0.34	0.17
0.65	0.84	0.49	0.21	0.39	0.17
0.69	0.86	0.59	0.23	0.32	0.19
0.7	0.88	0.56	0.23	0.35	0.19
0.7	0.88	0.56	0.23	0.35	0.19
0.65	0.83	0.5	0.21	0.4	0.17
0.68	0.87	0.55	0.23	0.35	0.19
0.69	0.86	0.59	0.23	0.35	0.2
0.7	0.87	0.57	0.23	0.33	0.19
0.7	0.86	0.53	0.22	0.37	0.19
0.65	0.83	0.6	0.23	0.33	0.17
0.65	0.81	0.52	0.22	0.39	0.17
0.62	0.82	0.63	0.23	0.3	0.17
0.71	0.84	0.52	0.23	0.37	0.19
0.64	0.83	0.52	0.22	0.36	0.17
0.7	0.85	0.57	0.23	0.35	0.19
0.69	0.92	0.57	0.23	0.35	0.19
0.69	0.88	0.57	0.23	0.31	0.19
0.69	0.86	0.58	0.23	0.32	0.19
0.63	0.86	0.59	0.23	0.33	0.17
0.68	0.9	0.6	0.24	0.3	0.19
0.64	0.88	0.55	0.22	0.36	0.17
0.65	0.82	0.54	0.22	0.37	0.17
0.63	0.84	0.6	0.22	0.34	0.17
0.7	0.9	0.52	0.22	0.38	0.19
0.68	0.89	0.55	0.23	0.35	0.19
0.65	0.84	0.58	0.22	0.34	0.17
0.62	0.82	0.58	0.23	0.32	0.17
0.69	0.88	0.54	0.22	0.36	0.19
0.64	0.82	0.59	0.23	0.33	0.17
0.69	0.87	0.56	0.23	0.35	0.19
0.62	0.86	0.6	0.23	0.33	0.17
0.69	0.87	0.53	0.23	0.37	0.19
0.7	0.88	0.51	0.23	0.37	0.19
0.69	0.89	0.54	0.22	0.36	0.19
0.67	0.89	0.62	0.23	0.3	0.19
0.68	0.88	0.6	0.23	0.32	0.19
0.65	0.85	0.56	0.22	0.37	0.17
0.72	0.86	0.53	0.23	0.37	0.19
0.69	0.91	0.59	0.23	0.33	0.2
0.72	0.88	0.61	0.23	0.33	0.2
0.64	0.83	0.6	0.23	0.33	0.17
0.68	0.82	0.57	0.22	0.36	0.17
0.7	0.86	0.54	0.23	0.37	0.2
0.71	0.86	0.61	0.22	0.31	0.19
0.66	0.85	0.58	0.22	0.36	0.17
0.63	0.86	0.61	0.23	0.3	0.17
0.69	0.81	0.58	0.24	0.34	0.17
0.75	0.84	0.58	0.24	0.34	0.2
0.69	0.82	0.57	0.23	0.34	0.16
0.72	0.91	0.58	0.23	0.35	0.19
0.72	0.89	0.59	0.24	0.34	0.2
5.66	5.58	5.91	1.2	1.4	1.03
5.75	5.68	5.92	1.24	1.43	1.07
5.72	5.67	5.97	1.24	1.43	1.06
5.63	5.55	5.87	1.2	1.4	1.03
5.68	5.59	5.87	1.21	1.4	1.06
5.56	5.48	5.83	1.17	1.38	1.02
5.65	5.53	5.82	1.2	1.39	1.06
5.69	5.58	5.86	1.21	1.4	1.06
5.56	5.48	5.83	1.18	1.38	1.03
5.69	5.63	5.9	1.23	1.42	1.06
5.98	5.88	6.15	1.28	1.48	1.11
5.77	5.69	6.01	1.22	1.43	1.06
5.94	5.85	6.2	1.25	1.48	1.09
5.66	5.61	5.86	1.21	1.41	1.04
