0.5
0.50
1.78
1
1.00
5.64
1.5
1.50
7.08
2
2.00
6.40
2.5
2.50
10.04
3
3.00
12.19
3.5
3.50
14.41
4
4.00
17.85
4.5
4.50
20.88
5
5.00
23.03
5.5
5.50
26.69
6
6.00
29.47
6.5
6.50
32.63
7
7.00
35.16
7.5
7.50
38.49
8
8.00
40.68
8.5
8.50
44.47
9
9.00
46.84
9.5
9.50
49.47
10
10.00
52.50
10.5
10.50
55.16
11
11.00
57.19
11.5
11.50
60.44
12
12.00
62.83
12.5
12.50
65.79
13
13.00
69.50
13.5
13.50
72.36
14
14.00
74.99
14.5
14.50
78.14
15
15.00
80.83
15.5
15.50
84.66
16
16.00
86.89
16.5
16.50
90.50
17
17.00
93.75
17.5
17.50
97.73
